consumer_muni,consumer_industry,consumer_cell,s_foreign_
260,s05,260s05,0.055662900573299
260,s06,260s06,0.0717959868147617
260,s07,260s07,0.044230130161357
260,s08,260s08,0.0322497381532978
260,s09,260s09,0.0624571281796513
260,s10,260s10,0.0376158410436541
260,s11,260s11,0.0657576161289172
260,s12,260s12,0.0676762110808889
260,s13,260s13,0.0809591678315573
260,s14,260s14,0.077475335301236
260,s15,260s15,0.0800053672629069
260,s16,260s16,0.0764663422373273
260,s17,260s17,0.063441514352661
260,s18,260s18,0.0516925009274607
260,s19,260s19,0.0697466693326277
260,s20,260s20,0.0480172912770067
260,s21,260s21,
260,s22,260s22,0.0740007356997475
260,s23,260s23,0.023763599044354
260,s24,260s24,0.0635393216509282
260,s25,260s25,0.1103622280521799
260,s26,260s26,0.0771721997064492
260,s27,260s27,0.0545776383847117
260,s28,260s28,0.0442614793021437
265,s01,265s01,0.1157077301582784
265,s02,265s02,0.0964043775070165
265,s03,265s03,0.1002683558357703
265,s04,265s04,0.0943526180119602
265,s05,265s05,0.0807557076414708
265,s06,265s06,0.0968887938829335
265,s07,265s07,0.0693229372295287
265,s08,265s08,0.0573425452214696
265,s09,265s09,0.087549935247823
265,s10,265s10,0.062708648111826
265,s11,265s11,0.090850423197089
265,s12,265s12,0.0927690181490608
265,s13,265s13,0.1060519748997291
265,s14,265s14,0.1025681423694078
265,s15,265s15,0.1050981743310788
265,s16,265s16,0.1015591493054991
265,s17,265s17,0.0885343214208328
265,s18,265s18,0.0767853079956325
265,s19,265s19,0.0948394764007996
265,s20,265s20,0.0731100983451785
265,s21,265s21,0.0699069354424564
265,s22,265s22,0.0990935427679194
265,s23,265s23,0.0488564061125258
265,s24,265s24,0.0886321287190999
265,s25,265s25,0.1354550351203518
265,s26,265s26,0.102265006774621
265,s27,265s27,0.0796704454528836
265,s28,265s28,0.0693542863703155
269,s01,269s01,0.1060314297033934
269,s02,269s02,0.0867280770521314
269,s03,269s03,0.0905920553808852
269,s04,269s04,0.0846763175570751
269,s05,269s05,0.0710794071865857
269,s06,269s06,0.0872124934280485
269,s07,269s07,0.0596466367746437
269,s08,269s08,0.0476662447665846
269,s09,269s09,0.077873634792938
269,s10,269s10,0.0530323476569408
269,s11,269s11,0.081174122742204
269,s12,269s12,0.0830927176941757
269,s13,269s13,0.096375674444844
269,s14,269s14,0.0928918419145228
269,s15,269s15,0.0954218738761936
269,s16,269s16,0.0918828488506141
269,s17,269s17,0.0788580209659478
269,s18,269s18,0.0671090075407474
269,s19,269s19,0.0851631759459145
269,s20,269s20,0.0634337978902935
269,s21,269s21,0.0602306349875714
269,s22,269s22,0.0894172423130343
269,s23,269s23,0.0391801056576408
269,s24,269s24,0.0789558282642149
269,s25,269s25,0.1257787346654667
269,s26,269s26,0.0925887063197359
269,s27,269s27,0.0699941449979984
269,s28,269s28,0.0596779859154304
270,s01,270s01,0.0962342806715986
270,s02,270s02,0.0769309280203367
270,s03,270s03,0.0807949063490905
270,s04,270s04,0.0748791685252804
270,s05,270s05,0.061282258154791
270,s06,270s06,0.0774153443962536
270,s07,270s07,0.0498494877428489
270,s08,270s08,0.0378690957347898
270,s09,270s09,0.0680764857611432
270,s10,270s10,0.0432351986251461
270,s11,270s11,0.0713769737104092
270,s12,270s12,0.073295568662381
270,s13,270s13,0.0865785254130493
270,s14,270s14,0.083094692882728
270,s15,270s15,0.0856247248443989
270,s16,270s16,0.0820856998188193
270,s17,270s17,0.0690608719341529
270,s18,270s18,0.0573118585089527
270,s19,270s19,0.0753660269141198
270,s20,270s20,0.0536366488584987
270,s21,270s21,
270,s22,270s22,0.0796200932812395
270,s23,270s23,0.029382956625846
270,s24,270s24,0.0691586792324201
270,s25,270s25,0.1159815856336719
270,s26,270s26,0.0827915572879412
270,s27,270s27,0.0601969959662037
270,s28,270s28,0.0498808368836357
306,s01,306s01,0.0788013375816295
306,s02,306s02,0.0594979849303675
306,s03,306s03,0.0633619632591213
306,s04,306s04,0.0574462254353112
306,s05,306s05,0.0438493150648218
306,s06,306s06,0.0599824013062845
306,s07,306s07,0.0324165446528798
306,s08,306s08,0.0204361526448206
306,s09,306s09,0.0506435426711741
306,s10,306s10,0.025802255535177
306,s11,306s11,0.05394403062044
306,s12,306s12,0.0558626255724118
306,s13,306s13,0.0691455823230801
306,s14,306s14,0.0656617497927588
306,s15,306s15,0.0681917817544298
306,s16,306s16,0.0646527567288501
306,s17,306s17,0.0516279288441838
306,s18,306s18,0.0398789154189836
306,s19,306s19,0.0579330838241506
306,s20,306s20,0.0362037057685296
306,s21,306s21,
306,s22,306s22,0.0621871501912704
306,s23,306s23,0.0119500135358769
306,s24,306s24,0.051725736142451
306,s25,306s25,0.0985486425437028
306,s26,306s26,0.065358614197972
306,s27,306s27,0.0427640528762345
306,s28,306s28,0.0324478937936666
316,s01,316s01,0.0923101831982368
316,s02,316s02,0.0730068305469749
316,s03,316s03,0.0768708088757287
316,s04,316s04,0.0709550710519186
316,s05,316s05,0.0573581606814292
316,s06,316s06,0.0734912469228918
316,s07,316s07,0.0459253902694872
316,s08,316s08,0.033944998261428
316,s09,316s09,0.0641523882877815
316,s10,316s10,0.0393111011517843
316,s11,316s11,0.0674528762370473
316,s12,316s12,0.069371471189019
316,s13,316s13,0.0826544279396874
316,s14,316s14,0.0791705954093662
316,s15,316s15,0.0817006273710371
316,s16,316s16,0.0781616023454575
316,s17,316s17,0.0651367744607912
316,s18,316s18,0.0533877610355909
316,s19,316s19,0.071441929440758
316,s20,316s20,0.0497125513851369
316,s21,316s21,0.0465093884824148
316,s22,316s22,0.0756959958078778
316,s23,316s23,0.0254588591524842
316,s24,316s24,0.0652345817590583
316,s25,316s25,0.1120574881603101
316,s26,316s26,0.0788674598145794
316,s27,316s27,0.0562728984928419
316,s28,316s28,0.0459567394102739
320,s01,320s01,0.0858951790330913
320,s02,320s02,0.0665918263818294
320,s03,320s03,0.0704558047105832
320,s04,320s04,0.0645400668867731
320,s05,320s05,0.0509431565162838
320,s06,320s06,0.0670762427577464
320,s07,320s07,0.0395103861043417
320,s08,320s08,0.0275299940962825
320,s09,320s09,0.057737384122636
320,s10,320s10,0.0328960969866388
320,s11,320s11,0.0610378720719019
320,s12,320s12,0.0629564670238736
320,s13,320s13,0.0762394237745419
320,s14,320s14,0.0727555912442208
320,s15,320s15,0.0752856232058917
320,s16,320s16,0.071746598180312
320,s17,320s17,0.0587217702956457
320,s18,320s18,0.0469727568704454
320,s19,320s19,0.0650269252756125
320,s20,320s20,0.0432975472199914
320,s21,320s21,
320,s22,320s22,0.0692809916427323
320,s23,320s23,0.0190438549873388
320,s24,320s24,0.0588195775939128
320,s25,320s25,0.1056424839951647
320,s26,320s26,0.072452455649434
320,s27,320s27,0.0498578943276964
320,s28,320s28,0.0395417352451284
326,s01,326s01,0.083107138536974
326,s02,326s02,0.0638037858857121
326,s03,326s03,0.0676677642144659
326,s04,326s04,0.0617520263906558
326,s05,326s05,0.0481551160201664
326,s06,326s06,0.064288202261629
326,s07,326s07,0.0367223456082243
326,s08,326s08,0.0247419536001652
326,s09,326s09,0.0549493436265186
326,s10,326s10,0.0301080564905215
326,s11,326s11,0.0582498315757846
326,s12,326s12,0.0601684265277563
326,s13,326s13,0.0734513832784246
326,s14,326s14,0.0699675507481034
326,s15,326s15,0.0724975827097743
326,s16,326s16,0.0689585576841946
326,s17,326s17,0.0559337297995284
326,s18,326s18,0.0441847163743281
326,s19,326s19,0.0622388847794951
326,s20,326s20,0.0405095067238741
326,s21,326s21,0.037306343821152
326,s22,326s22,0.066492951146615
326,s23,326s23,0.0162558144912214
326,s24,326s24,0.0560315370977955
326,s25,326s25,0.1028544434990473
326,s26,326s26,0.0696644151533166
326,s27,326s27,0.0470698538315791
326,s28,326s28,0.0367536947490111
329,s01,329s01,0.0982250185480051
329,s02,329s02,0.0789216658967432
329,s03,329s03,0.082785644225497
329,s04,329s04,0.0768699064016868
329,s05,329s05,0.0632729960311975
329,s06,329s06,0.0794060822726601
329,s07,329s07,0.0518402256192554
329,s08,329s08,0.0398598336111963
329,s09,329s09,0.0700672236375497
329,s10,329s10,0.0452259365015526
329,s11,329s11,0.0733677115868157
329,s12,329s12,0.0752863065387875
329,s13,329s13,0.0885692632894557
329,s14,329s14,0.0850854307591344
329,s15,329s15,0.0876154627208054
329,s16,329s16,0.0840764376952257
329,s17,329s17,0.0710516098105594
329,s18,329s18,0.0593025963853592
329,s19,329s19,0.0773567647905262
329,s20,329s20,0.0556273867349052
329,s21,329s21,
329,s22,329s22,0.081610831157646
329,s23,329s23,0.0313736945022525
329,s24,329s24,0.0711494171088266
329,s25,329s25,0.1179723235100785
329,s26,329s26,0.0847822951643476
329,s27,329s27,0.0621877338426102
329,s28,329s28,0.0518715747600422
330,s01,330s01,0.0930017170519359
330,s02,330s02,0.073698364400674
330,s03,330s03,0.0775623427294277
330,s04,330s04,0.0716466049056176
330,s05,330s05,0.0580496945351283
330,s06,330s06,0.0741827807765909
330,s07,330s07,0.0466169241231862
330,s08,330s08,0.034636532115127
330,s09,330s09,0.0648439221414805
330,s10,330s10,0.0400026350054834
330,s11,330s11,0.0681444100907465
330,s12,330s12,0.0700630050427182
330,s13,330s13,0.0833459617933865
330,s14,330s14,0.0798621292630653
330,s15,330s15,0.0823921612247362
330,s16,330s16,0.0788531361991565
330,s17,330s17,0.0658283083144903
330,s18,330s18,0.05407929488929
330,s19,330s19,0.072133463294457
330,s20,330s20,0.050404085238836
330,s21,330s21,0.0472009223361139
330,s22,330s22,0.0763875296615768
330,s23,330s23,0.0261503930061833
330,s24,330s24,0.0659261156127574
330,s25,330s25,0.1127490220140092
330,s26,330s26,0.0795589936682784
330,s27,330s27,0.056964432346541
330,s28,330s28,0.046648273263973
336,s01,336s01,0.0859498212807484
336,s02,336s02,0.0666464686294863
336,s03,336s03,0.0705104469582402
336,s04,336s04,0.0645947091344301
336,s05,336s05,0.0509977987639407
336,s06,336s06,0.0671308850054034
336,s07,336s07,0.0395650283519986
336,s08,336s08,0.0275846363439395
336,s09,336s09,0.0577920263702929
336,s10,336s10,0.0329507392342958
336,s11,336s11,0.0610925143195589
336,s12,336s12,0.0630111092715306
336,s13,336s13,0.076294066022199
336,s14,336s14,0.0728102334918778
336,s15,336s15,0.0753402654535486
336,s16,336s16,0.071801240427969
336,s17,336s17,0.0587764125433027
336,s18,336s18,0.0470273991181024
336,s19,336s19,0.0650815675232695
336,s20,336s20,0.0433521894676484
336,s21,336s21,
336,s22,336s22,0.0693356338903893
336,s23,336s23,0.0190984972349957
336,s24,336s24,0.0588742198415698
336,s25,336s25,0.1056971262428216
336,s26,336s26,0.0725070978970909
336,s27,336s27,0.0499125365753534
336,s28,336s28,0.0395963774927854
340,s01,340s01,0.0867091244021275
340,s02,340s02,0.0674057717508655
340,s03,340s03,0.0712697500796193
340,s04,340s04,0.0653540122558092
340,s05,340s05,0.0517571018853198
340,s06,340s06,0.0678901881267826
340,s07,340s07,0.0403243314733778
340,s08,340s08,0.0283439394653186
340,s09,340s09,0.0585513294916721
340,s10,340s10,0.033710042355675
340,s11,340s11,0.061851817440938
340,s12,340s12,0.0637704123929098
340,s13,340s13,0.0770533691435781
340,s14,340s14,0.0735695366132569
340,s15,340s15,0.0760995685749278
340,s16,340s16,0.0725605435493481
340,s17,340s17,0.0595357156646819
340,s18,340s18,0.0477867022394816
340,s19,340s19,0.0658408706446486
340,s20,340s20,0.0441114925890276
340,s21,340s21,
340,s22,340s22,0.0700949370117684
340,s23,340s23,0.0198578003563749
340,s24,340s24,0.059633522962949
340,s25,340s25,0.1064564293642008
340,s26,340s26,0.07326640101847
340,s27,340s27,0.0506718396967325
340,s28,340s28,0.0403556806141646
350,s01,350s01,0.0959177971855688
350,s02,350s02,0.0766144445343069
350,s03,350s03,0.0804784228630606
350,s04,350s04,0.0745626850392505
350,s05,350s05,0.0609657746687612
350,s06,350s06,0.0770988609102238
350,s07,350s07,0.0495330042568191
350,s08,350s08,0.0375526122487599
350,s09,350s09,0.0677600022751134
350,s10,350s10,0.0429187151391162
350,s11,350s11,0.0710604902243793
350,s12,350s12,0.072979085176351
350,s13,350s13,0.0862620419270193
350,s14,350s14,0.0827782093966982
350,s15,350s15,0.0853082413583691
350,s16,350s16,0.0817692163327895
350,s17,350s17,0.0687443884481231
350,s18,350s18,0.0569953750229229
350,s19,350s19,0.0750495434280899
350,s20,350s20,0.0533201653724689
350,s21,350s21,
350,s22,350s22,0.0793036097952098
350,s23,350s23,0.0290664731398162
350,s24,350s24,0.0688421957463903
350,s25,350s25,0.115665102147642
350,s26,350s26,0.0824750738019113
350,s27,350s27,0.0598805124801738
350,s28,350s28,0.0495643533976058
360,s01,360s01,0.0852893886244271
360,s02,360s02,0.0659860359731652
360,s03,360s03,0.069850014301919
360,s04,360s04,0.0639342764781089
360,s05,360s05,0.0503373661076195
360,s06,360s06,0.0664704523490822
360,s07,360s07,
360,s08,360s08,0.0269242036876183
360,s09,360s09,0.0571315937139717
360,s10,360s10,0.0322903065779746
360,s11,360s11,0.0604320816632377
360,s12,360s12,0.0623506766152095
360,s13,360s13,0.0756336333658777
360,s14,360s14,0.0721498008355565
360,s15,360s15,0.0746798327972274
360,s16,360s16,0.0711408077716478
360,s17,360s17,0.0581159798869815
360,s18,360s18,0.0463669664617812
360,s19,360s19,0.0644211348669483
360,s20,360s20,0.0426917568113272
360,s21,360s21,
360,s22,360s22,0.0686752012340681
360,s23,360s23,0.0184380645786745
360,s24,360s24,0.0582137871852487
360,s25,360s25,0.1050366935865004
360,s26,360s26,0.0718466652407697
360,s27,360s27,0.0492521039190322
360,s28,360s28,0.0389359448364642
370,s01,370s01,0.091612738007326
370,s02,370s02,0.0723093853560641
370,s03,370s03,0.0761733636848179
370,s04,370s04,0.0702576258610078
370,s05,370s05,0.0566607154905184
370,s06,370s06,0.0727938017319811
370,s07,370s07,0.0452279450785763
370,s08,370s08,0.0332475530705172
370,s09,370s09,0.0634549430968706
370,s10,370s10,0.0386136559608735
370,s11,370s11,0.0667554310461365
370,s12,370s12,0.0686740259981084
370,s13,370s13,0.0819569827487766
370,s14,370s14,0.0784731502184554
370,s15,370s15,0.0810031821801264
370,s16,370s16,0.0774641571545467
370,s17,370s17,0.0644393292698804
370,s18,370s18,0.0526903158446801
370,s19,370s19,0.0707444842498472
370,s20,370s20,0.0490151061942261
370,s21,370s21,0.045811943291504
370,s22,370s22,0.0749985506169669
370,s23,370s23,0.0247614139615734
370,s24,370s24,0.0645371365681475
370,s25,370s25,0.1113600429693993
370,s26,370s26,0.0781700146236686
370,s27,370s27,0.0555754533019311
370,s28,370s28,0.0452592942193631
376,s01,376s01,0.0918180837541043
376,s02,376s02,0.0725147311028424
376,s03,376s03,0.0763787094315962
376,s04,376s04,0.0704629716077861
376,s05,376s05,0.0568660612372967
376,s06,376s06,0.0729991474787594
376,s07,376s07,0.0454332908253547
376,s08,376s08,0.0334528988172955
376,s09,376s09,0.0636602888436489
376,s10,376s10,0.0388190017076518
376,s11,376s11,0.0669607767929149
376,s12,376s12,0.0688793717448866
376,s13,376s13,0.0821623284955549
376,s14,376s14,0.0786784959652338
376,s15,376s15,0.0812085279269047
376,s16,376s16,0.077669502901325
376,s17,376s17,0.0646446750166587
376,s18,376s18,0.0528956615914584
376,s19,376s19,0.0709498299966255
376,s20,376s20,0.0492204519410044
376,s21,376s21,
376,s22,376s22,0.0752038963637452
376,s23,376s23,0.0249667597083517
376,s24,376s24,0.0647424823149259
376,s25,376s25,0.1115653887161777
376,s26,376s26,0.0783753603704469
376,s27,376s27,0.0557807990487094
376,s28,376s28,0.0454646399661415
390,s01,390s01,0.0882668469189082
390,s02,390s02,0.0689634942676463
390,s03,390s03,0.0728274725964001
390,s04,390s04,0.06691173477259
390,s05,390s05,0.0533148244021006
390,s06,390s06,0.0694479106435633
390,s07,390s07,
390,s08,390s08,0.0299016619820994
390,s09,390s09,0.0601090520084529
390,s10,390s10,0.0352677648724557
390,s11,390s11,0.0634095399577188
390,s12,390s12,0.0653281349096906
390,s13,390s13,0.0786110916603588
390,s14,390s14,0.0751272591300376
390,s15,390s15,0.0776572910917086
390,s16,390s16,0.0741182660661289
390,s17,390s17,0.0610934381814626
390,s18,390s18,0.0493444247562623
390,s19,390s19,0.0673985931614294
390,s20,390s20,0.0456692151058083
390,s21,390s21,
390,s22,390s22,0.0716526595285492
390,s23,390s23,0.0214155228731556
390,s24,390s24,0.0611912454797298
390,s25,390s25,0.1080141518809815
390,s26,390s26,0.0748241235352508
390,s27,390s27,0.0522295622135133
390,s28,390s28,0.0419134031309453
400,s01,400s01,0.0835815540387856
400,s02,400s02,0.0642782013875237
400,s03,400s03,0.0681421797162774
400,s04,400s04,0.0622264418924673
400,s05,400s05,0.048629531521978
400,s06,400s06,0.0647626177634407
400,s07,400s07,
400,s08,400s08,0.0252163691019768
400,s09,400s09,0.0554237591283302
400,s10,400s10,0.0305824719923331
400,s11,400s11,0.0587242470775962
400,s12,400s12,0.0606428420295679
400,s13,400s13,0.0739257987802362
400,s14,400s14,0.070441966249915
400,s15,400s15,0.0729719982115859
400,s16,400s16,0.0694329731860063
400,s17,400s17,0.05640814530134
400,s18,400s18,0.0446591318761397
400,s19,400s19,0.0627133002813068
400,s20,400s20,0.0409839222256857
400,s21,400s21,
400,s22,400s22,0.0669673666484266
400,s23,400s23,0.0167302299930331
400,s24,400s24,0.0565059525996072
400,s25,400s25,0.1033288590008589
400,s26,400s26,0.0701388306551282
400,s27,400s27,0.0475442693333907
400,s28,400s28,0.0372281102508227
410,s01,410s01,0.0960070272135827
410,s02,410s02,0.0767036745623207
410,s03,410s03,0.0805676528910744
410,s04,410s04,0.0746519150672643
410,s05,410s05,0.061055004696775
410,s06,410s06,0.0771880909382377
410,s07,410s07,
410,s08,410s08,0.0376418422767738
410,s09,410s09,0.0678492323031273
410,s10,410s10,0.0430079451671301
410,s11,410s11,0.0711497202523932
410,s12,410s12,0.0730683152043649
410,s13,410s13,0.0863512719550333
410,s14,410s14,0.082867439424712
410,s15,410s15,0.085397471386383
410,s16,410s16,0.0818584463608033
410,s17,410s17,0.068833618476137
410,s18,410s18,0.0570846050509367
410,s19,410s19,0.0751387734561038
410,s20,410s20,0.0534093954004827
410,s21,410s21,
410,s22,410s22,0.0793928398232236
410,s23,410s23,0.02915570316783
410,s24,410s24,0.0689314257744042
410,s25,410s25,0.1157543321756559
410,s26,410s26,0.0825643038299252
410,s27,410s27,0.0599697425081877
410,s28,410s28,0.0496535834256197
420,s01,420s01,0.0859827156911306
420,s02,420s02,0.0666793630398686
420,s03,420s03,0.0705433413686224
420,s04,420s04,0.0646276035448123
420,s05,420s05,0.051030693174323
420,s06,420s06,0.0671637794157857
420,s07,420s07,
420,s08,420s08,0.0276175307543218
420,s09,420s09,0.0578249207806752
420,s10,420s10,0.0329836336446781
420,s11,420s11,0.0611254087299412
420,s12,420s12,0.0630440036819129
420,s13,420s13,0.0763269604325812
420,s14,420s14,0.0728431279022601
420,s15,420s15,0.0753731598639309
420,s16,420s16,0.0718341348383513
420,s17,420s17,0.058809306953685
420,s18,420s18,0.0470602935284847
420,s19,420s19,0.0651144619336518
420,s20,420s20,0.0433850838780307
420,s21,420s21,
420,s22,420s22,0.0693685283007716
420,s23,420s23,0.0191313916453781
420,s24,420s24,0.0589071142519521
420,s25,420s25,0.1057300206532039
420,s26,420s26,0.0725399923074732
420,s27,420s27,0.0499454309857357
420,s28,420s28,0.0396292719031677
430,s01,430s01,0.0865827459786578
430,s02,430s02,0.0672793933273959
430,s03,430s03,0.0711433716561496
430,s04,430s04,0.0652276338323395
430,s05,430s05,0.0516307234618502
430,s06,430s06,0.0677638097033128
430,s07,430s07,
430,s08,430s08,0.0282175610418489
430,s09,430s09,0.0584249510682024
430,s10,430s10,0.0335836639322053
430,s11,430s11,0.0617254390174683
430,s12,430s12,0.0636440339694401
430,s13,430s13,0.0769269907201084
430,s14,430s14,0.0734431581897871
430,s15,430s15,0.0759731901514581
430,s16,430s16,0.0724341651258784
430,s17,430s17,0.0594093372412121
430,s18,430s18,0.0476603238160119
430,s19,430s19,0.0657144922211789
430,s20,430s20,0.0439851141655578
430,s21,430s21,
430,s22,430s22,0.0699685585882987
430,s23,430s23,0.0197314219329052
430,s24,430s24,0.0595071445394793
430,s25,430s25,0.1063300509407311
430,s26,430s26,0.0731400225950003
430,s27,430s27,0.0505454612732628
430,s28,430s28,0.0402293021906948
440,s01,440s01,0.0848812765171525
440,s02,440s02,0.0655779238658906
440,s03,440s03,0.0694419021946444
440,s04,440s04,0.0635261643708342
440,s05,440s05,0.0499292540003449
440,s06,440s06,0.0660623402418076
440,s07,440s07,
440,s08,440s08,0.0265160915803437
440,s09,440s09,0.0567234816066971
440,s10,440s10,0.0318821944707
440,s11,440s11,0.060023969555963
440,s12,440s12,0.0619425645079348
440,s13,440s13,0.075225521258603
440,s14,440s14,0.0717416887282819
440,s15,440s15,0.0742717206899528
440,s16,440s16,0.0707326956643732
440,s17,440s17,0.0577078677797069
440,s18,440s18,0.0459588543545066
440,s19,440s19,0.0640130227596736
440,s20,440s20,0.0422836447040526
440,s21,440s21,
440,s22,440s22,0.0682670891267935
440,s23,440s23,0.0180299524713999
440,s24,440s24,0.057805675077974
440,s25,440s25,0.1046285814792258
440,s26,440s26,0.071438553133495
440,s27,440s27,0.0488439918117576
440,s28,440s28,0.0385278327291896
450,s01,450s01,0.0892234904349628
450,s02,450s02,0.0699201377837008
450,s03,450s03,0.0737841161124546
450,s04,450s04,0.0678683782886445
450,s05,450s05,0.0542714679181552
450,s06,450s06,0.0704045541596179
450,s07,450s07,
450,s08,450s08,0.030858305498154
450,s09,450s09,0.0610656955245073
450,s10,450s10,0.0362244083885102
450,s11,450s11,0.0643661834737734
450,s12,450s12,0.0662847784257451
450,s13,450s13,0.0795677351764134
450,s14,450s14,0.0760839026460922
450,s15,450s15,0.0786139346077632
450,s16,450s16,0.0750749095821835
450,s17,450s17,0.0620500816975172
450,s18,450s18,0.0503010682723169
450,s19,450s19,0.068355236677484
450,s20,450s20,0.0466258586218629
450,s21,450s21,
450,s22,450s22,0.0726093030446037
450,s23,450s23,0.0223721663892102
450,s24,450s24,0.0621478889957843
450,s25,450s25,0.1089707953970361
450,s26,450s26,0.0757807670513053
450,s27,450s27,0.0531862057295678
450,s28,450s28,0.0428700466469999
461,s01,461s01,0.1101925334650154
461,s02,461s02,0.0908891808137534
461,s03,461s03,0.0947531591425072
461,s04,461s04,0.0888374213186971
461,s05,461s05,0.0752405109482077
461,s06,461s06,0.0913735971896705
461,s07,461s07,0.0638077405362657
461,s08,461s08,0.0518273485282065
461,s09,461s09,0.08203473855456
461,s10,461s10,0.0571934514185628
461,s11,461s11,0.0853352265038259
461,s12,461s12,0.0872538214557977
461,s13,461s13,0.100536778206466
461,s14,461s14,0.0970529456761448
461,s15,461s15,0.0995829776378156
461,s16,461s16,0.0960439526122361
461,s17,461s17,0.0830191247275698
461,s18,461s18,0.0712701113023695
461,s19,461s19,0.0893242797075365
461,s20,461s20,0.0675949016519155
461,s21,461s21,0.0643917387491934
461,s22,461s22,0.0935783460746563
461,s23,461s23,0.0433412094192628
461,s24,461s24,0.0831169320258369
461,s25,461s25,0.1299398384270888
461,s26,461s26,0.0967498100813579
461,s27,461s27,0.0741552487596204
461,s28,461s28,0.0638390896770525
479,s01,479s01,0.0985231209237335
479,s02,479s02,0.0792197682724715
479,s03,479s03,0.0830837466012252
479,s04,479s04,0.0771680087774152
479,s05,479s05,0.0635710984069258
479,s06,479s06,0.0797041846483885
479,s07,479s07,
479,s08,479s08,0.0401579359869246
479,s09,479s09,0.070365326013278
479,s10,479s10,0.0455240388772809
479,s11,479s11,0.073665813962544
479,s12,479s12,0.0755844089145157
479,s13,479s13,0.088867365665184
479,s14,479s14,0.0853835331348629
479,s15,479s15,0.0879135650965337
479,s16,479s16,0.0843745400709542
479,s17,479s17,0.0713497121862877
479,s18,479s18,0.0596006987610875
479,s19,479s19,0.0776548671662546
479,s20,479s20,0.0559254891106335
479,s21,479s21,0.0527223262079114
479,s22,479s22,0.0819089335333744
479,s23,479s23,0.0316717968779808
479,s24,479s24,0.071447519484555
479,s25,479s25,0.1182704258858067
479,s26,479s26,0.085080397540076
479,s27,479s27,0.0624858362183385
479,s28,479s28,0.0521696771357705
480,s01,480s01,0.0831697135965041
480,s02,480s02,0.0638663609452421
480,s03,480s03,0.0677303392739959
480,s04,480s04,0.0618146014501858
480,s05,480s05,0.0482176910796965
480,s06,480s06,0.0643507773211592
480,s07,480s07,
480,s08,480s08,0.0248045286596953
480,s09,480s09,0.0550119186860487
480,s10,480s10,0.0301706315500516
480,s11,480s11,0.0583124066353147
480,s12,480s12,0.0602310015872864
480,s13,480s13,0.0735139583379547
480,s14,480s14,0.0700301258076336
480,s15,480s15,0.0725601577693045
480,s16,480s16,0.0690211327437248
480,s17,480s17,0.0559963048590585
480,s18,480s18,0.0442472914338582
480,s19,480s19,0.0623014598390253
480,s20,480s20,0.0405720817834042
480,s21,480s21,
480,s22,480s22,0.0665555262061451
480,s23,480s23,0.0163183895507516
480,s24,480s24,0.0560941121573256
480,s25,480s25,0.1029170185585774
480,s26,480s26,0.0697269902128466
480,s27,480s27,0.0471324288911092
480,s28,480s28,0.0368162698085412
482,s01,482s01,
482,s02,482s02,
482,s03,482s03,
482,s04,482s04,0.0578461978290023
482,s05,482s05,
482,s06,482s06,
482,s07,482s07,
482,s08,482s08,0.0208361250385117
482,s09,482s09,
482,s10,482s10,
482,s11,482s11,0.0543440030141311
482,s12,482s12,0.0562625979661029
482,s13,482s13,0.0695455547167712
482,s14,482s14,
482,s15,482s15,0.0685917541481208
482,s16,482s16,0.0650527291225412
482,s17,482s17,0.0520279012378749
482,s18,482s18,0.0402788878126747
482,s19,482s19,0.0583330562178417
482,s20,482s20,
482,s21,482s21,
482,s22,482s22,0.0625871225849615
482,s23,482s23,0.012349985929568
482,s24,482s24,
482,s25,482s25,
482,s26,482s26,0.0657585865916632
482,s27,482s27,0.0431640252699256
482,s28,482s28,0.0328478661873576
492,s01,492s01,
492,s02,492s02,
492,s03,492s03,0.0724063452983947
492,s04,492s04,0.0664906074745846
492,s05,492s05,0.0528936971040953
492,s06,492s06,
492,s07,492s07,
492,s08,492s08,0.0294805346840941
492,s09,492s09,
492,s10,492s10,
492,s11,492s11,
492,s12,492s12,0.0649070076116852
492,s13,492s13,
492,s14,492s14,0.0747061318320323
492,s15,492s15,
492,s16,492s16,
492,s17,492s17,0.0606723108834573
492,s18,492s18,
492,s19,492s19,
492,s20,492s20,
492,s21,492s21,0.0420449249050809
492,s22,492s22,0.0712315322305438
492,s23,492s23,0.0209943955751503
492,s24,492s24,
492,s25,492s25,0.1075930245829763
492,s26,492s26,0.0744029962372455
492,s27,492s27,0.051808434915508
492,s28,492s28,
510,s01,510s01,0.1008386059909286
510,s02,510s02,0.0815352533396666
510,s03,510s03,0.0853992316684204
510,s04,510s04,0.0794834938446103
510,s05,510s05,0.065886583474121
510,s06,510s06,0.0820196697155837
510,s07,510s07,0.054453813062179
510,s08,510s08,0.0424734210541198
510,s09,510s09,0.0726808110804732
510,s10,510s10,0.0478395239444762
510,s11,510s11,0.0759812990297392
510,s12,510s12,0.0778998939817109
510,s13,510s13,0.0911828507323792
510,s14,510s14,0.087699018202058
510,s15,510s15,0.090229050163729
510,s16,510s16,0.0866900251381493
510,s17,510s17,0.073665197253483
510,s18,510s18,0.0619161838282827
510,s19,510s19,0.0799703522334498
510,s20,510s20,0.0582409741778287
510,s21,510s21,
510,s22,510s22,0.0842244186005696
510,s23,510s23,0.033987281945176
510,s24,510s24,0.0737630045517502
510,s25,510s25,0.120585910953002
510,s26,510s26,0.0873958826072712
